building_id,name,postal_code,address,latitude,longitude,map_embed,height,floors_above,floors_below,architect,constructor,construction_start,completion,image_urls,streetview_embed
,JAビル,100-0004,東京都千代田区大手町一丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2002.4776583545852!2d139.76090904596333!3d35.68853035520883!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c061d2b2677%3A0xbaf2735fc7eb8025!2z44CSMTAwLTAwMDQg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65aSn5omL55S677yR5LiB55uu77yT4oiS77yRIEpB44OT44Or!5e0!3m2!1sja!2sjp!4v1717254383855!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",180,37,3,三菱地所設計、全国農協設計、NTTファシリティーズ,鹿島建設,200704,200904,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1717254429365!6m8!1m7!1sGC29KU65q2u5zDHSq4LgXw!2m2!1d35.68951643352025!2d139.7635952517178!3f221.59791418031054!4f34.0450850846228!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,渋谷スクランブルスクエア,150-0002,東京都渋谷区渋谷二丁目24-12,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.7527131220772!2d139.69968717669647!3d35.65846377259455!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b8427e1c0b1%3A0x78f6e23397061d6f!2z5riL6LC344K544Kv44Op44Oz44OW44Or44K544Kv44Ko44Ki!5e0!3m2!1sja!2sjp!4v1721037217172!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",229.706,47,7,日建設計、東急設計コンサルタント、JR東日本建築設計、メトロ開発,東急建設、大成建設,201406,201908,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721037260687!6m8!1m7!1sdfzeuob0DtRcC72HHpi86g!2m2!1d35.6595821451922!2d139.7023423581128!3f180.03016139475972!4f31.022313802739575!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,渋谷ストリーム,150-0002,東京都渋谷区渋谷三丁目21-3,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.8012021395357!2d139.70055387669638!3d35.65726927259514!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b31a00165ed%3A0x387c407b91e2ad68!2z5riL6LC344K544OI44Oq44O844Og!5e0!3m2!1sja!2sjp!4v1721037283245!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",179.95,36,4,東急設計コンサルタント,東急建設、大林組,201508,201808,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721037419011!6m8!1m7!1sO3QwTmllcKb6mhGtjSeBgA!2m2!1d35.6579934522695!2d139.7032809799763!3f184.6117909269338!4f35.83473543050853!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,常盤橋タワー,100-0004,東京都千代田区大手町二丁目6-4,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2859.5069974333574!2d139.76836478777406!3d35.683478202651976!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b9a4ce6911f%3A0xf46f615ebe0c8714!2z5bi455uk5qmL44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721133789870!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",212,38,5,三菱地所設計,"	戸田建設 ",201801,202106,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721133987651!6m8!1m7!1szVMDljNsJb-vZjmfpXgGyw!2m2!1d35.68350768958768!2d139.7713922823352!3f316.3293843479121!4f33.60207727675514!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,新丸の内ビルディング,100-0005,東京都千代田区丸の内三丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.7717756930024!2d139.76166867669716!3d35.68262117258684!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bf9b11e03ab%3A0x94bd79343edb8416!2z5paw5Li444Gu5YaF44OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1721037447997!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",197.6,38,4,三菱地所設計,竹中工務店,200503,200704,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721037475952!6m8!1m7!1s4zEmapjEiryqgESdX0eDWA!2m2!1d35.68260990130879!2d139.7658801083952!3f260.52497180647725!4f27.953843382857045!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,新宿NSビル,160-0023,東京都新宿区西新宿二丁目4-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.5517943847585!2d139.69093757669728!3d35.6880366725851!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cd3741a9df7%3A0x4fb5f8fb9f0a0195!2z5paw5a6_TlPjg5Pjg6s!5e0!3m2!1sja!2sjp!4v1721037500367!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",133.65,30,3,日建設計,大成建設,197912,198209,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721037526842!6m8!1m7!1safwzstpd-Eo-1Za5E-8mGw!2m2!1d35.68739662286598!2d139.694398522008!3f309.05548940355965!4f25.76132439212033!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,新宿アイランドタワー,160-0023,東京都新宿区西新宿六丁目5-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.344793385976!2d139.69056707669756!3d35.69313197258342!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cd57ca23f51%3A0x92e37e24b01c24ee!2z5paw5a6_44Ki44Kk44Op44Oz44OJ44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721128543231!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",189.42,44,4,住宅・都市西部公団、日本設計,三平建設、大成建設、三井建設、鹿島建設、竹中工務店、錢高組、清水建設、前田建設工業、淺沼組,199010,199501,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721128571516!6m8!1m7!1sx8q_Uegvqm7WRvns7-E1pA!2m2!1d35.69258054792664!2d139.6944063122332!3f300.89989088534!4f27.07471990769632!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,新宿イーストサイドスクエア,160-0022,東京都新宿区新宿六丁目27-30,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.2044976867305!2d139.7062973766977!3d35.69658497258245!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cdef9e5d305%3A0x73c4e8de6d670270!2z5paw5a6_44Kk44O844K544OI44K144Kk44OJ44K544Kv44Ko44Ki!5e0!3m2!1sja!2sjp!4v1721128593800!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",96,20,2,三菱地所設計、日本設計,鹿島建設,201005,201204,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721128644992!6m8!1m7!1sp94xesUjOiyruFQ7cA2luA!2m2!1d35.69755397863232!2d139.7081126223317!3f165.17024213153994!4f27.93865902590406!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,新宿三井ビルディング,160-0023,東京都新宿区西新宿二丁目1-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.393920507986!2d139.69131447669758!3d35.69192277258385!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cd5a8ee96cf%3A0xbd7e9b1efc4bb781!2z5paw5a6_5LiJ5LqV44OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1721134207336!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",223.6,55,3,三井不動産、日本設計事務所、武藤構造力学研究所,鹿島建設、三井建設,197204,197410,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721134232641!6m8!1m7!1sx8q_Uegvqm7WRvns7-E1pA!2m2!1d35.69258054792664!2d139.6944063122332!3f206.5118647360969!4f40.162592487844705!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,新宿住友ビルディング,160-0023,東京都新宿区西新宿二丁目6-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.557048249007!2d139.69072665830333!3d35.691385494721544!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188cd240c2a3fb%3A0x7f581e064ae7a31!2z5paw5a6_5L2P5Y-L44OT44Or!5e0!3m2!1sja!2sjp!4v1721134261531!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",210.3,52,4,日建設計,鹿島建設、竹中工務店、住友建設,197111,197403,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721134287635!6m8!1m7!1sfiozcM-fEdcUEc5v5T1NFw!2m2!1d35.69053824050118!2d139.6935469007678!3f320.2857180442874!4f32.51183681271206!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,神谷町トラストタワー,105-0001,東京都港区虎ノ門四丁目1-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.4867068220483!2d139.7428321766967!3d35.66501607259252!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b910326470f%3A0x71742d8b3b6b7235!2z56We6LC355S644OI44Op44K544OI44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721128824911!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",179.95,38,3,安井建築設計事務所、清水建設、建築設備設計研究所,清水建設,201610,202003,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721128925674!6m8!1m7!1svALTWXOaVIIQjL0nU6-zFg!2m2!1d35.66611136734622!2d139.7450252304046!3f176.06759469766513!4f31.329853380925044!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,世界貿易センタービル南館,105-0013,東京都港区浜松町二丁目4-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.903700321592!2d139.7537684762163!3d35.6547441725957!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b4a58eb34bb%3A0x830bc0479ebbe128!2z5LiW55WM6LK_5piT44K744Oz44K_44O844OT44Or44OH44Kj44Oz44KwIOWNl-mkqA!5e0!3m2!1sja!2sjp!4v1736747068039!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",197.317,39,3,日建設計、 鹿島建設,鹿島建設,201709,202103,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1736747145248!6m8!1m7!1sWamYmcLaovGo6GiQAHFF1w!2m2!1d35.65456461349217!2d139.7556747059984!3f57.668387358375284!4f50.72869893824176!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,晴海アイランド トリトンスクエア オフィスタワーX,104-0053,東京都中央区晴海一丁目8-10,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2475.8672017975623!2d139.78155527049742!3d35.655766447771285!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601889656ea56219%3A0xf5ecb6ff7af73683!2z5pm05rW344Ki44Kk44Op44Oz44OJIOODiOODquODiOODs-OCueOCr-OCqOOCoiDjgqrjg5XjgqPjgrnjgr_jg6_jg7xY5qOf!5e0!3m2!1sja!2sjp!4v1721369036045!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",194.9,44,4,都市基盤整備公団、日建設計,竹中工務店、戸田建設、大林組、鹿島建設、清水建設、大成建設,199403,200103,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721369062926!6m8!1m7!1sKAn_O3z1oogtFI-uyP62ZQ!2m2!1d35.65549606478589!2d139.7818655658475!3f23.14850262190332!4f35.929949000707325!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,晴海アイランド トリトンスクエア オフィスタワーZ,104-0053,東京都中央区晴海一丁目8-12,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5096.7411336783625!2d139.77940442468903!3d35.65717704959491!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601889784e984da5%3A0x46551c9155d68537!2z5pm05rW344Ki44Kk44Op44Oz44OJIOODiOODquODiOODs-OCueOCr-OCqOOCoiDjgqrjg5XjgqPjgrnjgr_jg6_jg7xa5qOf!5e0!3m2!1sja!2sjp!4v1721368058938!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",154.8,34,4,日建設計、久米設計、山下設計,鹿島建設、竹中工務店、大成建設、前田建設工業、住友建設、鴻池組、佐藤建設、錢高組,199502,200103,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721368189732!6m8!1m7!1sV1RtayOEavu2mQj5HKyDQA!2m2!1d35.65807919175601!2d139.782319066488!3f215.6183078054372!4f27.42645275733689!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,赤坂Bizタワー,107-0052,東京都港区赤坂五丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1574.4496354539604!2d139.7355760818101!3d35.67284115725923!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b0035e062ad%3A0x493c3a46558b4c57!2z6LWk5Z2CQml644K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721128984423!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",179.25,39,3,久米設計,大林組、鹿島建設、前田建設工業、清水建設,200502,200801,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721129020758!6m8!1m7!1sITFEmupd9OrOWIVu_qfShQ!2m2!1d35.67282682074678!2d139.7372108478729!3f293.34669609727104!4f39.61097865935699!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,赤坂インターシティAIR,107-0052,東京都港区赤坂一丁目8-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5095.894371618889!2d139.74097206996393!3d35.67044291787003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b8f7737347f%3A0x5f303d4c5ee05d05!2z6LWk5Z2C44Kk44Oz44K_44O844K344OG44KjIEFJUg!5e0!3m2!1sja!2sjp!4v1721129043246!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",205.08,38,3,日本設計,大林組,201410,201708,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721129157178!6m8!1m7!1srN-ayuJpekQxg13AuyvPSg!2m2!1d35.66907563489208!2d139.7438644412912!3f313.21374320992726!4f27.09208557923307!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,泉ガーデンタワー,106-0032,東京都港区六本木一丁目6-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5096.2793198731815!2d139.73755682101034!3d35.66441262460584!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b9b1c4e4d1b%3A0x941464706ef830a6!2z5rOJ44Ks44O844OH44Oz44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721372477046!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",201,45,2,日建設計,清水建設、 鴻池組、淺沼組、鹿島建設、竹中工務店、住友建設,199906,200206,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721372527606!6m8!1m7!1sJU6dbSNyJCSAFI_vxjnHPg!2m2!1d35.66530633998313!2d139.7389930080748!3f142.07042713697012!4f36.61722102194237!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大崎フォレストビルディング,141-0022,東京都品川区東五反田二丁目18-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3243.1372149660515!2d139.7269578766954!3d35.6243436726056!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188af79fbeecbb%3A0x759e86f7820b8e62!2z5aSn5bSO44OV44Kp44Os44K544OI44OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1721129417955!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",109.245,21,2,竹中工務店,竹中工務店,200911,201112,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721129450850!6m8!1m7!1sm43UFA9qk6nVpFG0Q5GPag!2m2!1d35.62359673409454!2d139.7300607610982!3f322.2719921385417!4f33.84469972711085!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町タワー,100-0004,東京都千代田区大手町一丁目5-5,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.926894662546!2d139.7634044024007!3d35.6855947404843!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188be866b56723%3A0xeaff1994819ba8a2!2z5aSn5omL55S644K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721129618136!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",199.7,38,6,大成建設、コーン・ペダーセン・フォックス（外装デザイン）,大成建設,200911,201404,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721129689707!6m8!1m7!1sPHHsGK6IvIaQBvMOGgnc4Q!2m2!1d35.68597087691989!2d139.7665087616319!3f246.21526219029397!4f36.41385360535571!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町パークビルディング,100-0004,東京都千代田区大手町一丁目1-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.6098807121452!2d139.7602484766974!3d35.68660677258555!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c087f6269d5%3A0x8426957205d852c1!2z5aSn5omL55S644OR44O844Kv44OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1721129704260!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",149.95,29,5,三菱地所設計,竹中工務店,201404,201701,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1761983091757!6m8!1m7!1sBlYap_N5Ay6vEYJZf3sFyA!2m2!1d35.68710914318773!2d139.7637857895719!3f239.718030426319!4f34.126959312195666!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町ファーストスクエア イーストタワー,100-0004,東京都千代田区大手町一丁目5-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1945.5334311738518!2d139.76353991883514!3d35.68597290576469!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c078e026e79%3A0x4295ca0a3a06d5e3!2z44CSMTAwLTAwMDQg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65aSn5omL55S677yR5LiB55uu77yVIOOCpOODvOOCueODiOOCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721129789391!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",105.7,23,5,"NTT都市開発,、NTTファシリティーズ",竹中工務店・大林組・大成建設・共立建設・鹿島建設・飛島建設・青木建設・銭高組,198909,199705,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721129820085!6m8!1m7!1sxK9ywdNxReCLnIVGrCyXjw!2m2!1d35.68506200096689!2d139.7644224540564!3f335.88441327687093!4f33.77069072887983!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町ファーストスクエア ウエストタワー,100-0004,東京都千代田区大手町一丁目5-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2002.5528841832017!2d139.7640077780197!3d35.68553360609275!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c07ed8f1ebd%3A0xbe55b899db05ef9d!2z44CSMTAwLTAwMDQg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65aSn5omL55S677yR5LiB55uu77yV4oiS77yRIOOCpuOCqOOCueODiOOCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721129845221!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",105.7,23,5,"NTT都市開発,、NTTファシリティーズ",竹中工務店・大林組・大成建設・共立建設・鹿島建設・飛島建設・青木建設・銭高組,198909,199702,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721129820085!6m8!1m7!1sxK9ywdNxReCLnIVGrCyXjw!2m2!1d35.68506200096689!2d139.7644224540564!3f335.88441327687093!4f33.77069072887983!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町フィナンシャルシティ グランキューブ,100-0004,東京都千代田区大手町一丁目9-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.750974684815!2d139.76250933774577!3d35.68834925397893!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188d169cf3a153%3A0x4f802f1b12ea6d57!2z5aSn5omL55S644OV44Kj44OK44Oz44K344Oj44Or44K344OG44KjIOOCsOODqeODs-OCreODpeODvOODlg!5e0!3m2!1sja!2sjp!4v1721129885817!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",168.28,31,4,三菱地所設計、NTTファシリティーズ,戸田建設,201404,201604,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721130008673!6m8!1m7!1sZZdvey8dQ5G2GEzaTLQJQQ!2m2!1d35.68923227065554!2d139.7639000501829!3f149.78143078240763!4f31.70548866104319!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,大手町フィナンシャルシティ サウスタワー,100-0004,東京都千代田区大手町一丁目9-7,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.806436738084!2d139.76374886198198!3d35.68748086213851!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c07053fefff%3A0x504905c4121d9704!2z5aSn5omL55S644OV44Kj44OK44Oz44K344Oj44Or44K344OG44KjIOOCteOCpuOCueOCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721130056308!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",176.86,35,4,日建設計、三菱地所設計,戸田建設,201004,201210,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1761983156233!6m8!1m7!1sq3yhNbOVqW67_NJiMe4bNw!2m2!1d35.68705849715906!2d139.7663856043508!3f326.37009443975666!4f39.80783679966899!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
